text,majority_label,severity,labels,annotator_ids,targets
if we ever get our shit together in the south this should and must be the main priority because without the jew the nigger has no leader,0,Low,"0, 0, 0","10, 33, 4","African, Jewish"
were i a women they d have to drag my ass out move the fucking rag head better yet do not allow them on airplanes,0,Low,"1, 0, 0","199, 228, 210","Women, Arab"
<user> <user> <user> <user> the mcimpeachment mcfiasco is all about angering illegal immigrants to mcvote mcdemocrat,1,Medium,"1, 1, 1","9, 1, 17",None
he dindu nuffin <user> ‍ might have been right in that you guys are the niggers of white nationalism,0,Low,"0, 2, 0","228, 200, 223",African
<user> <user> <user> jews assisted the nazis slaves assisted slave masters mexicans assist the white people treating them like animals,1,Medium,"1, 0, 1","58, 9, 1","Hispanic, None, Jewish"
inciting violence by retweeting dangerous and violent rhetoric is indeed repugnant i wrote my congresspeople just now to call for trump resignation have you yet resign now trump civil war 2 impeach trump pence barr impeachment impeachment now impeachment is coming,1,Medium,"1, 1, 1","34, 30, 29",None
dude financing and literally taking all their gold teeth and confiscating all their bank funds is not the same thing ok how about you research jews scheming for <number> fucking years kicked out of <number> countries <number> times for being around the corner yeah,0,Low,"0, 0, 2","199, 217, 247","Men, Jewish, Women"
i dont hate you mskddjd im just want ur throne,1,Medium,"1, 1, 1","46, 44, 59",None
i am sure evergreen will take him if the massive nigger tranny chimpout that erupted on their campus last year is any indication,0,Low,"0, 0, 0","4, 78, 21","Other, African, Asexual"
by golly nan and i thought i was bad we should never work together as a team muslims men will be pancakes down below the good thing that will come from it is muslims will never look at women the same way again 😉 😉 😂 😂 😂,2,High,"1, 2, 2","204, 209, 216","Men, Islam, Women, Arab"
hey you all ever think about those negro boys up in the north and think of how rich they are ever think about lynching them then buy my new lynch that as dirty as those jew loving nigger boys maga daca iasip pandr assduo asduo assdup asdoijasodij asdoihoiashdoih aosihdoaishd oiahosidhaoishd joaisdaoishd,0,Low,"0, 2, 0","46, 39, 4","African, Jewish"
<user> what up brother did not know you were over here in the twitter ghetto we call gab,1,Medium,"1, 1, 1","209, 222, 201","Men, None"
<user> well that retarded,2,High,"2, 1, 2","202, 238, 208",Other
<user> <user> when i was a child i was supposed to die in a nuclear holocaust,1,Medium,"1, 1, 1","89, 30, 132",None
<user> <user> sweden is on it way to become the first muslim country in europe so she will going to have a very difficult life 😂 😂 greta thurnberg,1,Medium,"1, 1, 2","60, 55, 4","Islam, None"
ya but at least it given rise to alotta order and infrastructure educations at the brigham young schools etc but ya i hear what you are saying though cuz any aristocracy oligarchy of organized men can and eventually will give rise to corruption better than a ghetto though,1,Medium,"1, 1, 1","211, 225, 221","Men, None"
the way he sees it is that whites are evil he is at war with whites sall good he rich now nigger rich,0,Low,"0, 0, 2","17, 4, 77","African, Caucasian"
kate spade has connection to clinton foundation and her gay husband likes paintings by the creepy pizzagate painter looks like their daughter in the painting why is her pinkie finger macabrely broken,2,High,"2, 2, 2","229, 205, 223",Homosexual
no one is asking for an all white world either <number> billion shitskins and under a billion whites does not make an all white world a black world let see oh yeah africa what a shithole,0,Low,"0, 0, 1","216, 217, 215","Men, African, Women, Hispanic, Asian, Arab, None"
anybody have a plan to get kahn the cons muslime ass the fuck out of office yet fuckislam send that sandnigger back to the sandbox part and parcel yeah only after the slime as muslime africans got enough numbers to where they stopped acting civil and revealed their true nature,0,Low,"0, 0, 0","202, 200, 213","Islam, African, Arab"
whatever happened to allegations fox was involved with beaner drug cartels,0,Low,"0, 2, 0","23, 64, 4",Hispanic
start reporting the nationalities of illegal immigrant murderers rapists and frame headlines as national assaults honduran rapes california woman mexican man shoots two in botched robbery illegal immigrant implies they belong or will stay when paperwork is figured out they will not,0,Low,"0, 2, 0","212, 217, 223","Men, Refugee, Women, Hispanic, Other"
aye this nigga <user> hella funny 😭 😭 😭 😭 😭 😭 🤣 🤣 🤣,1,Medium,"2, 1, 1","223, 212, 206",African
good point have been learning russian since my last gf she was born in saint petersburg and really think i could make a productive living in either st p or moscow but the language is a bitch,1,Medium,"1, 1, 2","217, 229, 207","Men, Women, None"
number of articles written about how trump supporters were behind rising antisemitism in america <number> <number> number of journalists that apologized to trump trump supporters when the only suspects were an israeli kike and a new york nigger zero point zero,0,Low,"0, 0, 0","9, 153, 4","Jewish, African"
<user> it make poor ghetto trailer park people feel better,2,High,"2, 2, 2","223, 235, 209","Other, None"
<user> it washed 😁,1,Medium,"1, 1, 1","1, 17, 9",None
after trump appoints one or two more scotus members they may be able to find that gay marriage was not hidden in the constitution either,1,Medium,"1, 2, 1","242, 205, 211","Homosexual, None"
maltese people have shit skin this is so sad <number>,0,Low,"1, 0, 0","30, 17, 4","Other, None"
how did this sand nigger get so high up in government positions like hers should be for whites only,0,Low,"0, 0, 0","3, 46, 4","Women, Arab"
<user> <user> <user> i do not understand the myth of people who are against the death penalty but usually urge the govt to give the death penalty to rape culprits i am not saying to you but to political leader namely bay,1,Medium,"1, 1, 1","56, 9, 30",None
had this dumb biatch not been a nigress she would be sucking cock or cleaning toilets for money but a nigress who can speak in full sentences that an instant celebrity,0,Low,"2, 0, 0","63, 27, 4","Women, African"
sweet irony hold your nose tina fey ta ta flashing knish diddling shvontz noshing lesbo diving internet porno pig tries to shame trump women voters tells them you can not look away read ignore the trump wreckage your vote caused pathetic trump gabfam speakfreely chat,2,High,"2, 1, 2","221, 211, 203","Women, Homosexual, None"
i suggest you put this nigger on your board of directors he seems like a good one,2,High,"2, 0, 2","6, 4, 67",African
i raped the jews because it bombed dave,1,Medium,"1, 0, 1","21, 4, 5","Jewish, None"
so now that isis is defeated all the sand niggers can go home and stop raping and murdering their way through western countries right,0,Low,"0, 0, 0","213, 210, 228","African, Arab, Refugee"
<user> <user> and please do you mind not calling jk a white boy its rude,1,Medium,"1, 1, 1","10, 9, 17",None
fast shehnazians realwinnershehnaaz,1,Medium,"1, 1, 2","238, 200, 202","Other, None"
<user> <user> you know what you could have done pulled over and checked the bag you mongoloid lol,2,High,"2, 1, 2","207, 204, 225",None
the news is reporting that gay marriage in australia was endorsed by a majority of voters so you can not prevent it but they oddly never tell ppl that california and every other state that voted on it in america rejected gay marriage and it was forced on us anyways,1,Medium,"1, 1, 2","231, 200, 205","Homosexual, None"
nat geo trying to blame radical islam on anything but islam and the show is less than a minute in,2,High,"2, 2, 1","225, 207, 204",Islam
hey you fat stupid cunt i hear you are a fat stupid boomercunt that keeps niggers chained in the attic to fuck and white babies in the basement that you feed to your niggers you also fuck dogs,0,Low,"0, 0, 0","223, 202, 231","Other, African"
<user> hey i am a lesbian i thought u were american,1,Medium,"1, 1, 1","199, 235, 203","Women, Homosexual, None"
haha they call me sand nigger and i am white,1,Medium,"1, 0, 1","18, 50, 4","Arab, None, Caucasian"
<user> <user> <user> bs the facts are thousands of children have been raped over the last <number> years while most politicians police councillors and social services allowed it to happen what of your facts do you think i should care about i care about children and truth,1,Medium,"1, 1, 1","64, 9, 10",None
mfs think it cool they can talk shit about you on twitter but soon as you do it oh you a lame bitch grow up 😂 😂 😂 no bitch you grow up tf,1,Medium,"1, 1, 1","5, 19, 198",None
literally i ’ ve infiltrated the ghetto there is gunshots everywhere call the police the police,2,High,"2, 1, 2","200, 211, 203","Other, None, Refugee"
listen lady kill yourself,0,Low,"0, 1, 0","2, 4, 9","Women, None"
<user> <user> <user> <user> the forced conversions today are of non muslims to islam in pakistan and other muslim countries its muslim violence toward non muslims,1,Medium,"1, 1, 1","25, 18, 22",None
yeah but without the gay gook behind the wheel,0,Low,"0, 0, 0","25, 39, 1","Asian, Homosexual"
who ’ washing the hoe out their hair this morning,2,High,"2, 2, 2","223, 229, 209",Women
some people just gonna be ghetto till they die lol homie always wants white castles who the fuck asks for white castle in <number>,1,Medium,"1, 1, 1","9, 3, 1",None
<user> there r <number> muslim countries how many countries for hindus sikh jain buddhist more than <number> million refugees we have and we already accepted <number> million so cut ur crap and please ask some muslim countries too to take there responsibility as muslim nation,1,Medium,"1, 1, 1","9, 10, 157",None
black nigger hater logging in,0,Low,"0, 0, 1","3, 4, 34","African, None"
dialu alukan <number> <number> <number> <number> <number> bank islam thank you <happy>,1,Medium,"1, 1, 1","3, 89, 25",None
go build a toilet or two for your street shitting brethren and whilst at it take a shower too you smelly shitskin scum,0,Low,"0, 0, 0","205, 221, 211","African, Hispanic, Asian, Arab, None"
i think that may depend on if you are simple or ghetto trash of which there are plenty white members in either category,2,High,"1, 2, 2","211, 207, 212","African, Caucasian, None"
<user> in china muslim have special id card and they not allow travel around where they wanna goes it ’ great 🤗,2,High,"2, 2, 2","212, 207, 204",Islam
there are white people there at the end dressed in antifa outfits fighting other contingent of whites the police they fight to let in more global refuse overflow so there can be even less whites i also noted a mudshark at the start a middle aged gay couple in the middle and the odd stray white,0,Low,"0, 2, 0","4, 11, 32","African, Refugee, Women, Homosexual, Other, Caucasian"
